"0","1467817374","Mon Apr 06 22:21:30 PDT 2009","NO_QUERY","ajaxpro","@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge"
"0","1467863716","Mon Apr 06 22:33:35 PDT 2009","NO_QUERY","stacyc37","sad that the 'feet' of my macbook just fell off "
"0","1467878057","Mon Apr 06 22:37:26 PDT 2009","NO_QUERY","debbieseraphina","help me forget 8th april &amp; 13th july! "
"0","1467909292","Mon Apr 06 22:45:54 PDT 2009","NO_QUERY","satori","@soillodge yes, it will be. it's only Monday "
"0","1468045043","Mon Apr 06 23:25:27 PDT 2009","NO_QUERY","TigerHasse","Debbugging old VB6 code, the day could have started better . . .  "
"0","1468052623","Mon Apr 06 23:27:50 PDT 2009","NO_QUERY","tomazstolfa","I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time "
"0","1468188351","Tue Apr 07 00:11:40 PDT 2009","NO_QUERY","steph_russell","@ShannaMoakler I'm afraid to fly too. I straight up REFUSE to get on a plane. It sucks because it REALLY limits where you can go "
"0","1468195190","Tue Apr 07 00:13:57 PDT 2009","NO_QUERY","MDotSmit","It's going to be a loooooooooooooooooooooooooooooooonnnnnnngggggggg night at work "
"0","1468209206","Tue Apr 07 00:18:37 PDT 2009","NO_QUERY","Trudence","has just said goodbye to her hubby who is off globe trotting away "
"0","1468244131","Tue Apr 07 00:30:37 PDT 2009","NO_QUERY","LaRainbow","@_laertesgirl Sorry to hear that.  Anything specific? x"
"0","1468290988","Tue Apr 07 00:46:54 PDT 2009","NO_QUERY","Jizzel09","home with the flu ahhh  suxz well and tired will go to sleep in about an hour or so Goodnites !"
"0","1468300175","Tue Apr 07 00:50:08 PDT 2009","NO_QUERY","Lulabelli","Really wish I could see Eddie Izzard on tour  Damn the stupid expensive tickets!!! CAKE OR DEATH?!!!"
"0","1468336063","Tue Apr 07 01:02:54 PDT 2009","NO_QUERY","msflora","@alenakristina Oooooh I love it!! Sorry I can't help  if you can't find it, I probably wont be able to find it because, well, you know..."
"0","1468369075","Tue Apr 07 01:14:57 PDT 2009","NO_QUERY","Squishtof","is even more irritated to find that the patch doesn't even get released properly until tmrw.. whats the point of letting you do it now?! "
"0","1468377846","Tue Apr 07 01:18:05 PDT 2009","NO_QUERY","RoseStack","@jess22t haha i know eh. but i'm thinking about vet science at sydney uni. cept that the guy wasn't there last night. he was in hostpital "
"0","1468391182","Tue Apr 07 01:22:57 PDT 2009","NO_QUERY","AirlieBirds","Think I saw some magic on Sunday against Salford - I saw Hull FC come out onto the pitch but after that they vanished! "
"0","1468392015","Tue Apr 07 01:23:14 PDT 2009","NO_QUERY","KleenClaudi","Damn... I need to learn "
"0","1468447322","Tue Apr 07 01:43:36 PDT 2009","NO_QUERY","apple_atlb","I can't sleep. There's a fight outside. How inconsiderate. I wanna go SLEEP! "
"0","1468449262","Tue Apr 07 01:44:20 PDT 2009","NO_QUERY","chandler42","Reports from Italy: 179 death, 34 missing, 1500 injured  #Italy #Earthquake (via RAI http://tinyurl.com/c5mja5 )"
"0","1468467021","Tue Apr 07 01:50:48 PDT 2009","NO_QUERY","FishyNZ","everyone hates me so much  "
"0","1468480593","Tue Apr 07 01:56:00 PDT 2009","NO_QUERY","peacefrogg","@marthagoneMAD  agreed. I wish it could just be pure and easy fun."
"0","1468485227","Tue Apr 07 01:57:46 PDT 2009","NO_QUERY","Jake_77","Entered a online poker tournement against 49 others... finished 18th "
"0","1468489438","Tue Apr 07 01:59:25 PDT 2009","NO_QUERY","Serendipi","@hippychick3 clarkes shoes don't fir her - they don't go small enough for her feet - we have to go to specialist shoe shops "
"0","1468527108","Tue Apr 07 02:12:49 PDT 2009","NO_QUERY","HighDefForum","Fta: anyone heard about this? wondering if anyone is carrying VOOM anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j"
"0","1468623158","Tue Apr 07 02:47:36 PDT 2009","NO_QUERY","LozzieCousins","@nikrosser I don't think there is any kind of good stroke. I'll wait to hear from you. I love that little cat.  L xxx"
"0","1468626843","Tue Apr 07 02:48:57 PDT 2009","NO_QUERY","ceedee75","Morning all! It's a grey day in Holland  Come on spring, you can do it!!!"
"0","1468673509","Tue Apr 07 03:05:18 PDT 2009","NO_QUERY","JojoLamont","is suffering with the lugholes again "
"0","1468748109","Tue Apr 07 03:31:07 PDT 2009","NO_QUERY","russmaxdesign","@ivyclark - the name was ironic when first used (10/2/04), and it stuck (now over 5 years later). Of course, all irony is lost in time "
"0","1468812465","Tue Apr 07 03:52:00 PDT 2009","NO_QUERY","XFearLessX","I'm just a girl, With a dream that got the best of me..... "
"0","1468861927","Tue Apr 07 04:07:07 PDT 2009","NO_QUERY","corey_latislaw","Hurt my ankle working out this morning  ... but I've lost 18 lbs &amp; I'm gaining muscle!"
"0","1468918854","Tue Apr 07 04:24:14 PDT 2009","NO_QUERY","ianibbo","Wondering where I can find the last ep of Old Harrys Game... the R4 website redesign is pretty, but not helping me atm "
